Date,Time (GMT),Predicted (m),Preliminary (m),Verified (m)
2019/08/30,02:36,0.681,-,0.908
2019/08/30,02:42,0.638,-,0.862
2019/08/30,02:48,0.592,-,0.811
2019/08/30,02:54,0.545,-,0.764
2019/08/30,03:00,0.497,-,0.714
2019/08/30,03:06,0.448,-,0.657
2019/08/30,03:12,0.397,-,0.601
2019/08/30,03:18,0.345,-,0.544
2019/08/30,03:24,0.293,-,0.475
2019/08/30,03:30,0.241,-,0.443
2019/08/30,03:36,0.188,-,0.404
2019/08/30,03:42,0.135,-,0.343
2019/08/30,03:48,0.082,-,0.308
2019/08/30,03:54,0.029,-,0.264
2019/08/30,04:00,-0.023,-,0.213
2019/08/30,04:06,-0.074,-,0.166
2019/08/30,04:12,-0.125,-,0.105
2019/08/30,04:18,-0.174,-,0.06
2019/08/30,04:24,-0.222,-,0.021
2019/08/30,04:30,-0.269,-,-0.021
2019/08/30,04:36,-0.315,-,-0.064
2019/08/30,04:42,-0.359,-,-0.105
2019/08/30,04:48,-0.401,-,-0.146
2019/08/30,04:54,-0.442,-,-0.171
2019/08/30,05:00,-0.481,-,-0.207
2019/08/30,05:06,-0.518,-,-0.248
2019/08/30,05:12,-0.553,-,-0.283
2019/08/30,05:18,-0.586,-,-0.329
2019/08/30,05:24,-0.617,-,-0.367
2019/08/30,05:30,-0.646,-,-0.393
2019/08/30,05:36,-0.673,-,-0.422
2019/08/30,05:42,-0.697,-,-0.442
2019/08/30,05:48,-0.72,-,-0.467
2019/08/30,05:54,-0.74,-,-0.492
2019/08/30,06:00,-0.758,-,-0.498
2019/08/30,06:06,-0.774,-,-0.516
2019/08/30,06:12,-0.787,-,-0.542
2019/08/30,06:18,-0.798,-,-0.55
2019/08/30,06:24,-0.807,-,-0.558
2019/08/30,06:30,-0.813,-,-0.569
2019/08/30,06:36,-0.816,-,-0.576
2019/08/30,06:42,-0.818,-,-0.579
2019/08/30,06:48,-0.816,-,-0.569
2019/08/30,06:54,-0.813,-,-0.563
2019/08/30,07:00,-0.806,-,-0.562
2019/08/30,07:06,-0.797,-,-0.556
2019/08/30,07:12,-0.786,-,-0.548
2019/08/30,07:18,-0.773,-,-0.529
2019/08/30,07:24,-0.756,-,-0.516
2019/08/30,07:30,-0.738,-,-0.513
2019/08/30,07:36,-0.717,-,-0.503
2019/08/30,07:42,-0.695,-,-0.48
2019/08/30,07:48,-0.67,-,-0.445
2019/08/30,07:54,-0.643,-,-0.405
2019/08/30,08:00,-0.614,-,-0.367
2019/08/30,08:06,-0.584,-,-0.339
2019/08/30,08:12,-0.552,-,-0.306
2019/08/30,08:18,-0.518,-,-0.273
2019/08/30,08:24,-0.484,-,-0.246
2019/08/30,08:30,-0.448,-,-0.211
2019/08/30,08:36,-0.411,-,-0.165
2019/08/30,08:42,-0.373,-,-0.112
2019/08/30,08:48,-0.334,-,-0.068
2019/08/30,08:54,-0.295,-,-0.026
2019/08/30,09:00,-0.255,-,0.015
2019/08/30,09:06,-0.215,-,0.059
2019/08/30,09:12,-0.174,-,0.114
2019/08/30,09:18,-0.134,-,0.158
2019/08/30,09:24,-0.093,-,0.198
2019/08/30,09:30,-0.053,-,0.244
2019/08/30,09:36,-0.012,-,0.289
2019/08/30,09:42,0.028,-,0.326
2019/08/30,09:48,0.068,-,0.372
2019/08/30,09:54,0.108,-,0.415
2019/08/30,10:00,0.147,-,0.451
2019/08/30,10:06,0.186,-,0.484
2019/08/30,10:12,0.224,-,0.523
2019/08/30,10:18,0.262,-,0.567
2019/08/30,10:24,0.299,-,0.607
2019/08/30,10:30,0.335,-,0.638
2019/08/30,10:36,0.371,-,0.665
2019/08/30,10:42,0.406,-,0.697
2019/08/30,10:48,0.44,-,0.734
2019/08/30,10:54,0.473,-,0.77
2019/08/30,11:00,0.506,-,0.793
2019/08/30,11:06,0.538,-,0.817
2019/08/30,11:12,0.568,-,0.845
2019/08/30,11:18,0.598,-,0.881
2019/08/30,11:24,0.626,-,0.906
2019/08/30,11:30,0.653,-,0.925
2019/08/30,11:36,0.679,-,0.946
2019/08/30,11:42,0.704,-,0.973
2019/08/30,11:48,0.728,-,1.007
2019/08/30,11:54,0.75,-,1.024
2019/08/30,12:00,0.771,-,1.039
2019/08/30,12:06,0.79,-,1.062
2019/08/30,12:12,0.808,-,1.076
2019/08/30,12:18,0.825,-,1.095
2019/08/30,12:24,0.839,-,1.102
2019/08/30,12:30,0.853,-,1.108
2019/08/30,12:36,0.864,-,1.124
2019/08/30,12:42,0.874,-,1.136
2019/08/30,12:48,0.882,-,1.138
2019/08/30,12:54,0.888,-,1.134
2019/08/30,13:00,0.892,-,1.143
2019/08/30,13:06,0.894,-,1.164
2019/08/30,13:12,0.894,-,1.167
2019/08/30,13:18,0.893,-,1.16
2019/08/30,13:24,0.889,-,1.143
2019/08/30,13:30,0.883,-,1.144
2019/08/30,13:36,0.874,-,1.149
2019/08/30,13:42,0.864,-,1.142
2019/08/30,13:48,0.851,-,1.13
2019/08/30,13:54,0.836,-,1.115
2019/08/30,14:00,0.818,-,1.097
2019/08/30,14:06,0.798,-,1.079
2019/08/30,14:12,0.776,-,1.054
2019/08/30,14:18,0.751,-,1.023
2019/08/30,14:24,0.724,-,1.002
2019/08/30,14:30,0.694,-,0.973
2019/08/30,14:36,0.662,-,0.945
2019/08/30,14:42,0.628,-,0.931
2019/08/30,14:48,0.592,-,0.888
2019/08/30,14:54,0.553,-,0.832
2019/08/30,15:00,0.513,-,0.785
2019/08/30,15:06,0.47,-,0.748
2019/08/30,15:12,0.426,-,0.706
2019/08/30,15:18,0.38,-,0.66
2019/08/30,15:24,0.333,-,0.617
2019/08/30,15:30,0.284,-,0.579
2019/08/30,15:36,0.235,-,0.532
2019/08/30,15:42,0.184,-,0.47
2019/08/30,15:48,0.133,-,0.4
2019/08/30,15:54,0.081,-,0.35
2019/08/30,16:00,0.03,-,0.315
2019/08/30,16:06,-0.022,-,0.256
2019/08/30,16:12,-0.074,-,0.201
2019/08/30,16:18,-0.126,-,0.161
2019/08/30,16:24,-0.177,-,0.126
2019/08/30,16:30,-0.227,-,0.066
2019/08/30,16:36,-0.276,-,0.021
2019/08/30,16:42,-0.324,-,-0.027
2019/08/30,16:48,-0.371,-,-0.077
2019/08/30,16:54,-0.416,-,-0.108
2019/08/30,17:00,-0.46,-,-0.142
2019/08/30,17:06,-0.503,-,-0.19
2019/08/30,17:12,-0.543,-,-0.244
2019/08/30,17:18,-0.582,-,-0.3
2019/08/30,17:24,-0.619,-,-0.35
2019/08/30,17:30,-0.654,-,-0.388
2019/08/30,17:36,-0.686,-,-0.415
2019/08/30,17:42,-0.717,-,-0.443
2019/08/30,17:48,-0.745,-,-0.479
2019/08/30,17:54,-0.772,-,-0.511
2019/08/30,18:00,-0.796,-,-0.535
2019/08/30,18:06,-0.817,-,-0.559
2019/08/30,18:12,-0.837,-,-0.58
2019/08/30,18:18,-0.854,-,-0.606
2019/08/30,18:24,-0.868,-,-0.634
2019/08/30,18:30,-0.88,-,-0.659
2019/08/30,18:36,-0.89,-,-0.673
2019/08/30,18:42,-0.897,-,-0.68
2019/08/30,18:48,-0.901,-,-0.687
2019/08/30,18:54,-0.903,-,-0.7
2019/08/30,19:00,-0.903,-,-0.705
2019/08/30,19:06,-0.899,-,-0.712
2019/08/30,19:12,-0.893,-,-0.694
2019/08/30,19:18,-0.885,-,-0.671
2019/08/30,19:24,-0.874,-,-0.666
2019/08/30,19:30,-0.86,-,-0.647
2019/08/30,19:36,-0.844,-,-0.626
2019/08/30,19:42,-0.825,-,-0.597
2019/08/30,19:48,-0.803,-,-0.58
2019/08/30,19:54,-0.78,-,-0.565
2019/08/30,20:00,-0.754,-,-0.54
2019/08/30,20:06,-0.725,-,-0.514
2019/08/30,20:12,-0.695,-,-0.463
2019/08/30,20:18,-0.662,-,-0.426
2019/08/30,20:24,-0.628,-,-0.384
2019/08/30,20:30,-0.592,-,-0.341
2019/08/30,20:36,-0.554,-,-0.299
2019/08/30,20:42,-0.514,-,-0.238
2019/08/30,20:48,-0.474,-,-0.187
2019/08/30,20:54,-0.432,-,-0.143
2019/08/30,21:00,-0.389,-,-0.096
2019/08/30,21:06,-0.345,-,-0.053
2019/08/30,21:12,-0.3,-,-0.012
2019/08/30,21:18,-0.255,-,0.034
2019/08/30,21:24,-0.209,-,0.081
2019/08/30,21:30,-0.163,-,0.137
2019/08/30,21:36,-0.116,-,0.187
2019/08/30,21:42,-0.07,-,0.224
2019/08/30,21:48,-0.023,-,0.265
2019/08/30,21:54,0.023,-,0.308
2019/08/30,22:00,0.069,-,0.347
2019/08/30,22:06,0.115,-,0.386
2019/08/30,22:12,0.161,-,0.426
2019/08/30,22:18,0.206,-,0.471
2019/08/30,22:24,0.251,-,0.521
2019/08/30,22:30,0.295,-,0.566
2019/08/30,22:36,0.339,-,0.606
2019/08/30,22:42,0.381,-,0.649
2019/08/30,22:48,0.424,-,0.691
2019/08/30,22:54,0.465,-,0.747
2019/08/30,23:00,0.506,-,0.786
2019/08/30,23:06,0.545,-,0.825
2019/08/30,23:12,0.584,-,0.846
2019/08/30,23:18,0.622,-,0.888
2019/08/30,23:24,0.659,-,0.914
2019/08/30,23:30,0.694,-,0.963
2019/08/30,23:36,0.729,-,0.992
2019/08/30,23:42,0.762,-,1.04
2019/08/30,23:48,0.795,-,1.018
2019/08/30,23:54,0.826,-,1.091
2019/08/31,00:00,0.855,-,1.1
2019/08/31,00:06,0.883,-,1.131
2019/08/31,00:12,0.91,-,1.152
2019/08/31,00:18,0.935,-,1.188
2019/08/31,00:24,0.959,-,1.207
2019/08/31,00:30,0.981,-,1.215
2019/08/31,00:36,1.002,-,1.228
2019/08/31,00:42,1.02,-,1.256
2019/08/31,00:48,1.037,-,1.279
2019/08/31,00:54,1.052,-,1.286
2019/08/31,01:00,1.066,-,1.3
2019/08/31,01:06,1.077,-,1.318
2019/08/31,01:12,1.086,-,1.324
2019/08/31,01:18,1.094,-,1.323
2019/08/31,01:24,1.099,-,1.327
2019/08/31,01:30,1.102,-,1.332
2019/08/31,01:36,1.104,-,1.33
2019/08/31,01:42,1.102,-,1.322
2019/08/31,01:48,1.099,-,1.332
2019/08/31,01:54,1.093,-,1.335
2019/08/31,02:00,1.085,-,1.327
2019/08/31,02:06,1.074,-,1.308
2019/08/31,02:12,1.061,-,1.311
2019/08/31,02:18,1.046,-,1.296
2019/08/31,02:24,1.028,-,1.278
2019/08/31,02:30,1.007,-,1.243
2019/08/31,02:36,0.984,-,1.221
2019/08/31,02:42,0.958,-,1.213
2019/08/31,02:48,0.93,-,1.162
2019/08/31,02:54,0.899,-,1.142
2019/08/31,03:00,0.866,-,1.111
2019/08/31,03:06,0.83,-,1.086
2019/08/31,03:12,0.792,-,1.046
2019/08/31,03:18,0.751,-,0.988
2019/08/31,03:24,0.709,-,0.936
2019/08/31,03:30,0.664,-,0.899
2019/08/31,03:36,0.617,-,0.854
2019/08/31,03:42,0.569,-,0.805
2019/08/31,03:48,0.519,-,0.747
2019/08/31,03:54,0.468,-,0.68
2019/08/31,04:00,0.415,-,0.627
2019/08/31,04:06,0.362,-,0.578
2019/08/31,04:12,0.307,-,0.541
2019/08/31,04:18,0.252,-,0.469
2019/08/31,04:24,0.197,-,0.42
2019/08/31,04:30,0.141,-,0.369
2019/08/31,04:36,0.086,-,0.294
2019/08/31,04:42,0.031,-,0.237
2019/08/31,04:48,-0.024,-,0.179
2019/08/31,04:54,-0.078,-,0.133
2019/08/31,05:00,-0.131,-,0.101
2019/08/31,05:06,-0.183,-,0.067
2019/08/31,05:12,-0.234,-,0.021
2019/08/31,05:18,-0.283,-,-0.027
2019/08/31,05:24,-0.332,-,-0.075
2019/08/31,05:30,-0.378,-,-0.108
2019/08/31,05:36,-0.423,-,-0.148
2019/08/31,05:42,-0.466,-,-0.203
2019/08/31,05:48,-0.507,-,-0.244
2019/08/31,05:54,-0.546,-,-0.28
2019/08/31,06:00,-0.583,-,-0.317
2019/08/31,06:06,-0.618,-,-0.338
2019/08/31,06:12,-0.651,-,-0.374
2019/08/31,06:18,-0.682,-,-0.441
2019/08/31,06:24,-0.71,-,-0.492
2019/08/31,06:30,-0.737,-,-0.532
2019/08/31,06:36,-0.76,-,-0.565
2019/08/31,06:42,-0.782,-,-0.587
2019/08/31,06:48,-0.801,-,-0.612
2019/08/31,06:54,-0.817,-,-0.63
2019/08/31,07:00,-0.832,-,-0.645
2019/08/31,07:06,-0.843,-,-0.662
2019/08/31,07:12,-0.853,-,-0.676
2019/08/31,07:18,-0.859,-,-0.684
2019/08/31,07:24,-0.863,-,-0.693
2019/08/31,07:30,-0.865,-,-0.701
2019/08/31,07:36,-0.863,-,-0.697
2019/08/31,07:42,-0.86,-,-0.684
2019/08/31,07:48,-0.853,-,-0.673
2019/08/31,07:54,-0.844,-,-0.664
2019/08/31,08:00,-0.833,-,-0.657
2019/08/31,08:06,-0.819,-,-0.653
2019/08/31,08:12,-0.802,-,-0.619
2019/08/31,08:18,-0.783,-,-0.646
2019/08/31,08:24,-0.762,-,-0.57
2019/08/31,08:30,-0.739,-,-0.529
2019/08/31,08:36,-0.713,-,-0.503
2019/08/31,08:42,-0.685,-,-0.485
2019/08/31,08:48,-0.656,-,-0.451
2019/08/31,08:54,-0.624,-,-0.42
2019/08/31,09:00,-0.591,-,-0.385
2019/08/31,09:06,-0.557,-,-0.339
2019/08/31,09:12,-0.521,-,-0.332
2019/08/31,09:18,-0.483,-,-0.262
2019/08/31,09:24,-0.445,-,-0.22
2019/08/31,09:30,-0.405,-,-0.176
2019/08/31,09:36,-0.365,-,-0.127
2019/08/31,09:42,-0.324,-,-0.089
2019/08/31,09:48,-0.283,-,-0.057
2019/08/31,09:54,-0.241,-,-0.008
2019/08/31,10:00,-0.199,-,0.033
2019/08/31,10:06,-0.156,-,0.09
2019/08/31,10:12,-0.114,-,0.14
2019/08/31,10:18,-0.072,-,0.183
2019/08/31,10:24,-0.029,-,0.231
2019/08/31,10:30,0.013,-,0.27
2019/08/31,10:36,0.055,-,0.317
2019/08/31,10:42,0.097,-,0.348
2019/08/31,10:48,0.138,-,0.387
2019/08/31,10:54,0.179,-,0.423
2019/08/31,11:00,0.219,-,0.466
2019/08/31,11:06,0.259,-,0.512
2019/08/31,11:12,0.298,-,0.563
2019/08/31,11:18,0.337,-,0.597
2019/08/31,11:24,0.375,-,0.617
2019/08/31,11:30,0.412,-,0.646
2019/08/31,11:36,0.449,-,0.679
2019/08/31,11:42,0.485,-,0.721
2019/08/31,11:48,0.519,-,0.757
2019/08/31,11:54,0.553,-,0.79
2019/08/31,12:00,0.586,-,0.821
2019/08/31,12:06,0.618,-,0.85
2019/08/31,12:12,0.649,-,0.89
2019/08/31,12:18,0.679,-,0.912
2019/08/31,12:24,0.708,-,0.925
2019/08/31,12:30,0.735,-,0.958
2019/08/31,12:36,0.761,-,0.99
2019/08/31,12:42,0.786,-,1.011
2019/08/31,12:48,0.809,-,1.032
2019/08/31,12:54,0.831,-,1.052
2019/08/31,13:00,0.852,-,1.073
2019/08/31,13:06,0.871,-,1.088
2019/08/31,13:12,0.888,-,1.099
2019/08/31,13:18,0.904,-,1.121
2019/08/31,13:24,0.917,-,1.143
2019/08/31,13:30,0.929,-,1.148
2019/08/31,13:36,0.94,-,1.159
2019/08/31,13:42,0.948,-,1.163
2019/08/31,13:48,0.954,-,1.165
2019/08/31,13:54,0.959,-,1.177
2019/08/31,14:00,0.961,-,1.184
2019/08/31,14:06,0.961,-,1.176
2019/08/31,14:12,0.959,-,1.172
2019/08/31,14:18,0.955,-,1.177
2019/08/31,14:24,0.948,-,1.168
2019/08/31,14:30,0.939,-,1.155
2019/08/31,14:36,0.928,-,1.145
2019/08/31,14:42,0.914,-,1.141
2019/08/31,14:48,0.898,-,1.133
2019/08/31,14:54,0.879,-,1.111
2019/08/31,15:00,0.858,-,1.087
2019/08/31,15:06,0.834,-,1.061
2019/08/31,15:12,0.807,-,1.039
2019/08/31,15:18,0.778,-,1.018
2019/08/31,15:24,0.747,-,0.991
2019/08/31,15:30,0.713,-,0.957
2019/08/31,15:36,0.677,-,0.911
2019/08/31,15:42,0.639,-,0.864
2019/08/31,15:48,0.598,-,0.818
2019/08/31,15:54,0.555,-,0.77
2019/08/31,16:00,0.51,-,0.729
2019/08/31,16:06,0.464,-,0.683
2019/08/31,16:12,0.416,-,0.621
2019/08/31,16:18,0.367,-,0.57
2019/08/31,16:24,0.316,-,0.53
2019/08/31,16:30,0.264,-,0.487
2019/08/31,16:36,0.212,-,0.423
2019/08/31,16:42,0.158,-,0.353
2019/08/31,16:48,0.105,-,0.294
2019/08/31,16:54,0.051,-,0.24
2019/08/31,17:00,-0.003,-,0.18
2019/08/31,17:06,-0.056,-,0.136
2019/08/31,17:12,-0.109,-,0.084
2019/08/31,17:18,-0.161,-,0.033
2019/08/31,17:24,-0.213,-,-0.016
2019/08/31,17:30,-0.263,-,-0.059
2019/08/31,17:36,-0.313,-,-0.091
2019/08/31,17:42,-0.361,-,-0.135
2019/08/31,17:48,-0.407,-,-0.192
2019/08/31,17:54,-0.452,-,-0.232
2019/08/31,18:00,-0.495,-,-0.261
2019/08/31,18:06,-0.536,-,-0.303
2019/08/31,18:12,-0.576,-,-0.343
2019/08/31,18:18,-0.613,-,-0.35
2019/08/31,18:24,-0.648,-,-0.389
2019/08/31,18:30,-0.681,-,-0.432
2019/08/31,18:36,-0.712,-,-0.449
2019/08/31,18:42,-0.741,-,-0.474
2019/08/31,18:48,-0.767,-,-0.508
2019/08/31,18:54,-0.792,-,-0.551
2019/08/31,19:00,-0.813,-,-0.567
2019/08/31,19:06,-0.833,-,-0.589
2019/08/31,19:12,-0.849,-,-0.604
2019/08/31,19:18,-0.864,-,-0.616
2019/08/31,19:24,-0.876,-,-0.622
2019/08/31,19:30,-0.885,-,-0.613
2019/08/31,19:36,-0.892,-,-0.605
2019/08/31,19:42,-0.896,-,-0.615
2019/08/31,19:48,-0.898,-,-0.637
2019/08/31,19:54,-0.897,-,-0.652
2019/08/31,20:00,-0.893,-,-0.655
2019/08/31,20:06,-0.887,-,-0.645
2019/08/31,20:12,-0.878,-,-0.631
2019/08/31,20:18,-0.866,-,-0.61
2019/08/31,20:24,-0.852,-,-0.594
2019/08/31,20:30,-0.836,-,-0.588
2019/08/31,20:36,-0.816,-,-0.589
2019/08/31,20:42,-0.795,-,-0.578
2019/08/31,20:48,-0.771,-,-0.579
2019/08/31,20:54,-0.744,-,-0.54
2019/08/31,21:00,-0.716,-,-0.499
2019/08/31,21:06,-0.685,-,-0.492
2019/08/31,21:12,-0.652,-,-0.445
2019/08/31,21:18,-0.618,-,-0.42
2019/08/31,21:24,-0.582,-,-0.372
2019/08/31,21:30,-0.544,-,-0.324
2019/08/31,21:36,-0.505,-,-0.28
2019/08/31,21:42,-0.464,-,-0.226
2019/08/31,21:48,-0.422,-,-0.173
2019/08/31,21:54,-0.38,-,-0.117
2019/08/31,22:00,-0.336,-,-0.074
2019/08/31,22:06,-0.292,-,-0.026
2019/08/31,22:12,-0.247,-,0.027
2019/08/31,22:18,-0.202,-,0.079
2019/08/31,22:24,-0.157,-,0.137
2019/08/31,22:30,-0.111,-,0.179
2019/08/31,22:36,-0.065,-,0.228
2019/08/31,22:42,-0.019,-,0.276
2019/08/31,22:48,0.027,-,0.32
2019/08/31,22:54,0.072,-,0.364
2019/08/31,23:00,0.118,-,0.398
2019/08/31,23:06,0.162,-,0.44
2019/08/31,23:12,0.207,-,0.491
2019/08/31,23:18,0.251,-,0.542
2019/08/31,23:24,0.295,-,0.581
2019/08/31,23:30,0.338,-,0.611
2019/08/31,23:36,0.38,-,0.649
2019/08/31,23:42,0.422,-,0.699
2019/08/31,23:48,0.463,-,0.739
2019/08/31,23:54,0.503,-,0.777
2019/09/01,00:00,0.542,-,0.812
2019/09/01,00:06,0.581,-,0.847
2019/09/01,00:12,0.618,-,0.875
2019/09/01,00:18,0.655,-,0.896
2019/09/01,00:24,0.69,-,0.944
2019/09/01,00:30,0.724,-,0.992
2019/09/01,00:36,0.758,-,1.015
2019/09/01,00:42,0.79,-,1.031
2019/09/01,00:48,0.82,-,1.06
2019/09/01,00:54,0.85,-,1.086
2019/09/01,01:00,0.878,-,1.111
2019/09/01,01:06,0.904,-,1.13
2019/09/01,01:12,0.929,-,1.161
2019/09/01,01:18,0.952,-,1.182
2019/09/01,01:24,0.974,-,1.202
2019/09/01,01:30,0.994,-,1.23
2019/09/01,01:36,1.012,-,1.236
2019/09/01,01:42,1.029,-,1.25
2019/09/01,01:48,1.043,-,1.262
2019/09/01,01:54,1.056,-,1.272
2019/09/01,02:00,1.067,-,1.285
2019/09/01,02:06,1.075,-,1.306
2019/09/01,02:12,1.082,-,1.304
2019/09/01,02:18,1.086,-,1.302
2019/09/01,02:24,1.088,-,1.303
2019/09/01,02:30,1.088,-,1.303
2019/09/01,02:36,1.086,-,1.308
2019/09/01,02:42,1.081,-,1.306
2019/09/01,02:48,1.074,-,1.301
2019/09/01,02:54,1.064,-,1.293
2019/09/01,03:00,1.052,-,1.275
2019/09/01,03:06,1.037,-,1.263
2019/09/01,03:12,1.02,-,1.244
2019/09/01,03:18,1,-,1.225
2019/09/01,03:24,0.978,-,1.208
2019/09/01,03:30,0.953,-,1.186
2019/09/01,03:36,0.925,-,1.151
2019/09/01,03:42,0.894,-,1.134
2019/09/01,03:48,0.861,-,1.119
2019/09/01,03:54,0.826,-,1.1
2019/09/01,04:00,0.788,-,1.074
2019/09/01,04:06,0.748,-,1.027
2019/09/01,04:12,0.706,-,0.991
2019/09/01,04:18,0.661,-,0.951
2019/09/01,04:24,0.614,-,0.899
2019/09/01,04:30,0.566,-,0.852
2019/09/01,04:36,0.516,-,0.796
2019/09/01,04:42,0.465,-,0.737
2019/09/01,04:48,0.412,-,0.684
2019/09/01,04:54,0.358,-,0.631
2019/09/01,05:00,0.303,-,0.59
2019/09/01,05:06,0.248,-,0.541
2019/09/01,05:12,0.193,-,0.485
2019/09/01,05:18,0.137,-,0.422
2019/09/01,05:24,0.081,-,0.357
2019/09/01,05:30,0.025,-,0.304
2019/09/01,05:36,-0.03,-,0.259
2019/09/01,05:42,-0.084,-,0.208
2019/09/01,05:48,-0.138,-,0.153
2019/09/01,05:54,-0.19,-,0.108
2019/09/01,06:00,-0.242,-,0.068
2019/09/01,06:06,-0.292,-,0.024
2019/09/01,06:12,-0.34,-,-0.031
2019/09/01,06:18,-0.387,-,-0.083
2019/09/01,06:24,-0.432,-,-0.125
2019/09/01,06:30,-0.476,-,-0.156
2019/09/01,06:36,-0.517,-,-0.195
2019/09/01,06:42,-0.557,-,-0.247
2019/09/01,06:48,-0.594,-,-0.295
2019/09/01,06:54,-0.629,-,-0.331
2019/09/01,07:00,-0.662,-,-0.362
2019/09/01,07:06,-0.693,-,-0.395
2019/09/01,07:12,-0.721,-,-0.436
2019/09/01,07:18,-0.747,-,-0.469
2019/09/01,07:24,-0.771,-,-0.489
2019/09/01,07:30,-0.793,-,-0.507
2019/09/01,07:36,-0.812,-,-0.527
2019/09/01,07:42,-0.828,-,-0.551
2019/09/01,07:48,-0.842,-,-0.563
2019/09/01,07:54,-0.854,-,-0.571
2019/09/01,08:00,-0.863,-,-0.572
2019/09/01,08:06,-0.87,-,-0.584
2019/09/01,08:12,-0.874,-,-0.595
2019/09/01,08:18,-0.875,-,-0.597
2019/09/01,08:24,-0.874,-,-0.602
2019/09/01,08:30,-0.871,-,-0.601
2019/09/01,08:36,-0.864,-,-0.596
2019/09/01,08:42,-0.856,-,-0.589
2019/09/01,08:48,-0.844,-,-0.585
2019/09/01,08:54,-0.831,-,-0.574
2019/09/01,09:00,-0.814,-,-0.554
2019/09/01,09:06,-0.796,-,-0.538
2019/09/01,09:12,-0.775,-,-0.515
2019/09/01,09:18,-0.752,-,-0.5
2019/09/01,09:24,-0.726,-,-0.485
2019/09/01,09:30,-0.699,-,-0.457
2019/09/01,09:36,-0.67,-,-0.419
2019/09/01,09:42,-0.638,-,-0.376
2019/09/01,09:48,-0.606,-,-0.344
2019/09/01,09:54,-0.571,-,-0.316
2019/09/01,10:00,-0.535,-,-0.275
2019/09/01,10:06,-0.498,-,-0.227
2019/09/01,10:12,-0.46,-,-0.189
2019/09/01,10:18,-0.421,-,-0.163
2019/09/01,10:24,-0.381,-,-0.119
2019/09/01,10:30,-0.34,-,-0.074
2019/09/01,10:36,-0.299,-,-0.015
2019/09/01,10:42,-0.257,-,0.035
2019/09/01,10:48,-0.214,-,0.082
2019/09/01,10:54,-0.172,-,0.113
2019/09/01,11:00,-0.129,-,0.153
2019/09/01,11:06,-0.087,-,0.196
2019/09/01,11:12,-0.044,-,0.241
2019/09/01,11:18,-0.001,-,0.276
2019/09/01,11:24,0.041,-,0.309
2019/09/01,11:30,0.083,-,0.352
2019/09/01,11:36,0.125,-,0.408
2019/09/01,11:42,0.167,-,0.454
2019/09/01,11:48,0.208,-,0.488
2019/09/01,11:54,0.248,-,0.527
2019/09/01,12:00,0.288,-,0.571
2019/09/01,12:06,0.328,-,0.607
2019/09/01,12:12,0.367,-,0.641
2019/09/01,12:18,0.405,-,0.678
2019/09/01,12:24,0.443,-,0.709
2019/09/01,12:30,0.48,-,0.752
2019/09/01,12:36,0.516,-,0.799
2019/09/01,12:42,0.551,-,0.824
2019/09/01,12:48,0.586,-,0.839
2019/09/01,12:54,0.619,-,0.871
2019/09/01,13:00,0.652,-,0.906
2019/09/01,13:06,0.683,-,0.939
2019/09/01,13:12,0.713,-,0.967
2019/09/01,13:18,0.742,-,0.995
2019/09/01,13:24,0.77,-,1.026
2019/09/01,13:30,0.797,-,1.045
2019/09/01,13:36,0.822,-,1.065
2019/09/01,13:42,0.846,-,1.088
2019/09/01,13:48,0.868,-,1.101
2019/09/01,13:54,0.889,-,1.118
2019/09/01,14:00,0.908,-,1.14
2019/09/01,14:06,0.926,-,1.155
2019/09/01,14:12,0.942,-,1.171
2019/09/01,14:18,0.956,-,1.187
2019/09/01,14:24,0.968,-,1.204
2019/09/01,14:30,0.978,-,1.216
2019/09/01,14:36,0.986,-,1.222
2019/09/01,14:42,0.993,-,1.235
2019/09/01,14:48,0.997,-,1.244
2019/09/01,14:54,0.999,-,1.238
2019/09/01,15:00,0.999,-,1.235
2019/09/01,15:06,0.996,-,1.23
2019/09/01,15:12,0.992,-,1.226
2019/09/01,15:18,0.985,-,1.219
2019/09/01,15:24,0.975,-,1.219
2019/09/01,15:30,0.963,-,1.219
2019/09/01,15:36,0.949,-,1.206
2019/09/01,15:42,0.932,-,1.187
2019/09/01,15:48,0.912,-,1.172
2019/09/01,15:54,0.89,-,1.156
2019/09/01,16:00,0.865,-,1.136
2019/09/01,16:06,0.838,-,1.111
2019/09/01,16:12,0.808,-,1.083
2019/09/01,16:18,0.775,-,1.055
2019/09/01,16:24,0.741,-,1.025
2019/09/01,16:30,0.704,-,0.992
2019/09/01,16:36,0.664,-,0.953
2019/09/01,16:42,0.623,-,0.905
2019/09/01,16:48,0.579,-,0.859
2019/09/01,16:54,0.534,-,0.817
2019/09/01,17:00,0.487,-,0.768
2019/09/01,17:06,0.438,-,0.723
2019/09/01,17:12,0.389,-,0.669
2019/09/01,17:18,0.338,-,0.616
2019/09/01,17:24,0.286,-,0.571
2019/09/01,17:30,0.233,-,0.522
2019/09/01,17:36,0.18,-,0.481
2019/09/01,17:42,0.127,-,0.441
2019/09/01,17:48,0.073,-,0.379
2019/09/01,17:54,0.02,-,0.322
2019/09/01,18:00,-0.033,-,0.272
2019/09/01,18:06,-0.085,-,0.224
2019/09/01,18:12,-0.136,-,0.182
2019/09/01,18:18,-0.187,-,0.14
2019/09/01,18:24,-0.236,-,0.097
2019/09/01,18:30,-0.285,-,0.049
