Date,Time (GMT),Predicted (m),Preliminary (m),Verified (m)
2019/09/01,18:36,-0.331,-,0.003
2019/09/01,18:42,-0.377,-,-0.032
2019/09/01,18:48,-0.42,-,-0.063
2019/09/01,18:54,-0.462,-,-0.099
2019/09/01,19:00,-0.502,-,-0.139
2019/09/01,19:06,-0.54,-,-0.189
2019/09/01,19:12,-0.576,-,-0.241
2019/09/01,19:18,-0.61,-,-0.281
2019/09/01,19:24,-0.642,-,-0.303
2019/09/01,19:30,-0.672,-,-0.33
2019/09/01,19:36,-0.7,-,-0.365
2019/09/01,19:42,-0.725,-,-0.383
2019/09/01,19:48,-0.748,-,-0.396
2019/09/01,19:54,-0.769,-,-0.426
2019/09/01,20:00,-0.788,-,-0.468
2019/09/01,20:06,-0.804,-,-0.498
2019/09/01,20:12,-0.818,-,-0.511
2019/09/01,20:18,-0.829,-,-0.524
2019/09/01,20:24,-0.838,-,-0.536
2019/09/01,20:30,-0.845,-,-0.551
2019/09/01,20:36,-0.849,-,-0.552
2019/09/01,20:42,-0.85,-,-0.551
2019/09/01,20:48,-0.849,-,-0.554
2019/09/01,20:54,-0.845,-,-0.549
2019/09/01,21:00,-0.839,-,-0.545
2019/09/01,21:06,-0.831,-,-0.53
2019/09/01,21:12,-0.82,-,-0.531
2019/09/01,21:18,-0.806,-,-0.523
2019/09/01,21:24,-0.79,-,-0.513
2019/09/01,21:30,-0.772,-,-0.494
2019/09/01,21:36,-0.751,-,-0.463
2019/09/01,21:42,-0.728,-,-0.427
2019/09/01,21:48,-0.703,-,-0.403
2019/09/01,21:54,-0.676,-,-0.395
2019/09/01,22:00,-0.646,-,-0.384
2019/09/01,22:06,-0.615,-,-0.347
2019/09/01,22:12,-0.583,-,-0.29
2019/09/01,22:18,-0.548,-,-0.249
2019/09/01,22:24,-0.512,-,-0.219
2019/09/01,22:30,-0.475,-,-0.18
2019/09/01,22:36,-0.437,-,-0.129
2019/09/01,22:42,-0.397,-,-0.091
2019/09/01,22:48,-0.357,-,-0.05
2019/09/01,22:54,-0.316,-,-0.004
2019/09/01,23:00,-0.274,-,0.039
2019/09/01,23:06,-0.231,-,0.084
2019/09/01,23:12,-0.189,-,0.135
2019/09/01,23:18,-0.145,-,0.186
2019/09/01,23:24,-0.102,-,0.231
2019/09/01,23:30,-0.059,-,0.263
2019/09/01,23:36,-0.015,-,0.294
2019/09/01,23:42,0.028,-,0.339
2019/09/01,23:48,0.072,-,0.38
2019/09/01,23:54,0.115,-,0.426
2019/09/02,00:00,0.157,-,0.476
2019/09/02,00:06,0.2,-,0.513
2019/09/02,00:12,0.242,-,0.54
2019/09/02,00:18,0.283,-,0.572
2019/09/02,00:24,0.325,-,0.61
2019/09/02,00:30,0.365,-,0.654
2019/09/02,00:36,0.405,-,0.693
2019/09/02,00:42,0.444,-,0.72
2019/09/02,00:48,0.483,-,0.751
2019/09/02,00:54,0.521,-,0.79
2019/09/02,01:00,0.558,-,0.834
2019/09/02,01:06,0.594,-,0.873
2019/09/02,01:12,0.629,-,0.897
2019/09/02,01:18,0.663,-,0.93
2019/09/02,01:24,0.696,-,0.96
2019/09/02,01:30,0.728,-,0.976
2019/09/02,01:36,0.759,-,1.003
2019/09/02,01:42,0.788,-,1.025
2019/09/02,01:48,0.816,-,1.06
2019/09/02,01:54,0.843,-,1.095
2019/09/02,02:00,0.868,-,1.116
2019/09/02,02:06,0.892,-,1.136
2019/09/02,02:12,0.914,-,1.154
2019/09/02,02:18,0.935,-,1.164
2019/09/02,02:24,0.954,-,1.186
2019/09/02,02:30,0.971,-,1.205
2019/09/02,02:36,0.986,-,1.211
2019/09/02,02:42,1,-,1.217
2019/09/02,02:48,1.011,-,1.229
2019/09/02,02:54,1.021,-,1.243
2019/09/02,03:00,1.028,-,1.26
2019/09/02,03:06,1.033,-,1.269
2019/09/02,03:12,1.036,-,1.264
2019/09/02,03:18,1.037,-,1.263
2019/09/02,03:24,1.036,-,1.262
2019/09/02,03:30,1.032,-,1.255
2019/09/02,03:36,1.026,-,1.253
2019/09/02,03:42,1.017,-,1.256
2019/09/02,03:48,1.006,-,1.258
2019/09/02,03:54,0.993,-,1.245
2019/09/02,04:00,0.977,-,1.235
2019/09/02,04:06,0.958,-,1.222
2019/09/02,04:12,0.937,-,1.214
2019/09/02,04:18,0.913,-,1.196
2019/09/02,04:24,0.887,-,1.181
2019/09/02,04:30,0.858,-,1.168
2019/09/02,04:36,0.827,-,1.146
2019/09/02,04:42,0.793,-,1.104
2019/09/02,04:48,0.757,-,1.065
2019/09/02,04:54,0.718,-,1.039
2019/09/02,05:00,0.677,-,1.011
2019/09/02,05:06,0.635,-,0.989
2019/09/02,05:12,0.59,-,0.961
2019/09/02,05:18,0.543,-,0.916
2019/09/02,05:24,0.495,-,0.874
2019/09/02,05:30,0.445,-,0.828
2019/09/02,05:36,0.395,-,0.779
2019/09/02,05:42,0.343,-,0.734
2019/09/02,05:48,0.29,-,0.696
2019/09/02,05:54,0.236,-,0.633
2019/09/02,06:00,0.183,-,0.589
2019/09/02,06:06,0.129,-,0.546
2019/09/02,06:12,0.075,-,0.502
2019/09/02,06:18,0.021,-,0.456
2019/09/02,06:24,-0.032,-,0.418
2019/09/02,06:30,-0.085,-,0.373
2019/09/02,06:36,-0.137,-,0.318
2019/09/02,06:42,-0.187,-,0.268
2019/09/02,06:48,-0.237,-,0.219
2019/09/02,06:54,-0.285,-,0.178
2019/09/02,07:00,-0.332,-,0.141
2019/09/02,07:06,-0.377,-,0.09
2019/09/02,07:12,-0.421,-,0.051
2019/09/02,07:18,-0.462,-,0.016
2019/09/02,07:24,-0.502,-,-0.04
2019/09/02,07:30,-0.54,-,-0.073
2019/09/02,07:36,-0.576,-,-0.1
2019/09/02,07:42,-0.61,-,-0.135
2019/09/02,07:48,-0.642,-,-0.161
2019/09/02,07:54,-0.671,-,-0.195
2019/09/02,08:00,-0.698,-,-0.221
2019/09/02,08:06,-0.724,-,-0.257
2019/09/02,08:12,-0.746,-,-0.295
2019/09/02,08:18,-0.767,-,-0.317
2019/09/02,08:24,-0.786,-,-0.329
2019/09/02,08:30,-0.802,-,-0.353
2019/09/02,08:36,-0.815,-,-0.389
2019/09/02,08:42,-0.827,-,-0.411
2019/09/02,08:48,-0.836,-,-0.419
2019/09/02,08:54,-0.843,-,-0.423
2019/09/02,09:00,-0.847,-,-0.427
2019/09/02,09:06,-0.849,-,-0.429
2019/09/02,09:12,-0.848,-,-0.427
2019/09/02,09:18,-0.845,-,-0.439
2019/09/02,09:24,-0.84,-,-0.455
2019/09/02,09:30,-0.832,-,-0.456
2019/09/02,09:36,-0.822,-,-0.442
2019/09/02,09:42,-0.809,-,-0.429
2019/09/02,09:48,-0.795,-,-0.42
2019/09/02,09:54,-0.777,-,-0.416
2019/09/02,10:00,-0.758,-,-0.4
2019/09/02,10:06,-0.737,-,-0.376
2019/09/02,10:12,-0.713,-,-0.352
2019/09/02,10:18,-0.687,-,-0.331
2019/09/02,10:24,-0.66,-,-0.303
2019/09/02,10:30,-0.631,-,-0.277
2019/09/02,10:36,-0.6,-,-0.254
2019/09/02,10:42,-0.567,-,-0.225
2019/09/02,10:48,-0.533,-,-0.19
2019/09/02,10:54,-0.498,-,-0.158
2019/09/02,11:00,-0.462,-,-0.124
2019/09/02,11:06,-0.424,-,-0.09
2019/09/02,11:12,-0.386,-,-0.048
2019/09/02,11:18,-0.347,-,-0.001
2019/09/02,11:24,-0.307,-,0.035
2019/09/02,11:30,-0.267,-,0.064
2019/09/02,11:36,-0.226,-,0.097
2019/09/02,11:42,-0.185,-,0.128
2019/09/02,11:48,-0.143,-,0.176
2019/09/02,11:54,-0.102,-,0.221
2019/09/02,12:00,-0.06,-,0.254
2019/09/02,12:06,-0.019,-,0.293
2019/09/02,12:12,0.022,-,0.333
2019/09/02,12:18,0.064,-,0.373
2019/09/02,12:24,0.105,-,0.409
2019/09/02,12:30,0.146,-,0.442
2019/09/02,12:36,0.186,-,0.479
2019/09/02,12:42,0.226,-,0.523
2019/09/02,12:48,0.266,-,0.565
2019/09/02,12:54,0.305,-,0.601
2019/09/02,13:00,0.344,-,0.639
2019/09/02,13:06,0.382,-,0.696
2019/09/02,13:12,0.42,-,0.715
2019/09/02,13:18,0.457,-,0.743
2019/09/02,13:24,0.494,-,0.78
2019/09/02,13:30,0.529,-,0.817
2019/09/02,13:36,0.564,-,0.844
2019/09/02,13:42,0.598,-,0.87
2019/09/02,13:48,0.631,-,0.9
2019/09/02,13:54,0.663,-,0.931
2019/09/02,14:00,0.694,-,0.959
2019/09/02,14:06,0.724,-,0.975
2019/09/02,14:12,0.753,-,1
2019/09/02,14:18,0.781,-,1.029
2019/09/02,14:24,0.807,-,1.052
2019/09/02,14:30,0.832,-,1.078
2019/09/02,14:36,0.856,-,1.102
2019/09/02,14:42,0.878,-,1.126
2019/09/02,14:48,0.898,-,1.155
2019/09/02,14:54,0.917,-,1.167
2019/09/02,15:00,0.934,-,1.178
2019/09/02,15:06,0.95,-,1.19
2019/09/02,15:12,0.964,-,1.202
2019/09/02,15:18,0.975,-,1.22
2019/09/02,15:24,0.985,-,1.228
2019/09/02,15:30,0.993,-,1.228
2019/09/02,15:36,0.999,-,1.248
2019/09/02,15:42,1.003,-,1.265
2019/09/02,15:48,1.005,-,1.263
2019/09/02,15:54,1.005,-,1.251
2019/09/02,16:00,1.002,-,1.247
2019/09/02,16:06,0.997,-,1.26
2019/09/02,16:12,0.99,-,1.263
2019/09/02,16:18,0.98,-,1.25
2019/09/02,16:24,0.968,-,1.245
2019/09/02,16:30,0.953,-,1.235
2019/09/02,16:36,0.936,-,1.225
2019/09/02,16:42,0.916,-,1.205
2019/09/02,16:48,0.894,-,1.183
2019/09/02,16:54,0.87,-,1.187
2019/09/02,17:00,0.843,-,1.17
2019/09/02,17:06,0.813,-,1.139
2019/09/02,17:12,0.781,-,1.122
2019/09/02,17:18,0.747,-,1.099
2019/09/02,17:24,0.711,-,1.069
2019/09/02,17:30,0.672,-,1.04
2019/09/02,17:36,0.632,-,1.009
2019/09/02,17:42,0.589,-,0.976
2019/09/02,17:48,0.545,-,0.933
2019/09/02,17:54,0.5,-,0.89
2019/09/02,18:00,0.453,-,0.841
2019/09/02,18:06,0.405,-,0.8
2019/09/02,18:12,0.355,-,0.77
2019/09/02,18:18,0.306,-,0.738
2019/09/02,18:24,0.255,-,0.703
2019/09/02,18:30,0.205,-,0.667
2019/09/02,18:36,0.154,-,0.613
2019/09/02,18:42,0.103,-,0.551
2019/09/02,18:48,0.053,-,0.512
2019/09/02,18:54,0.003,-,0.481
2019/09/02,19:00,-0.047,-,0.444
2019/09/02,19:06,-0.095,-,0.386
2019/09/02,19:12,-0.143,-,0.333
2019/09/02,19:18,-0.189,-,0.293
2019/09/02,19:24,-0.235,-,0.26
2019/09/02,19:30,-0.278,-,0.219
2019/09/02,19:36,-0.321,-,0.169
2019/09/02,19:42,-0.362,-,0.125
2019/09/02,19:48,-0.401,-,0.084
2019/09/02,19:54,-0.438,-,0.045
2019/09/02,20:00,-0.474,-,0.018
2019/09/02,20:06,-0.507,-,-0.015
2019/09/02,20:12,-0.539,-,-0.057
2019/09/02,20:18,-0.569,-,-0.097
2019/09/02,20:24,-0.597,-,-0.141
2019/09/02,20:30,-0.623,-,-0.186
2019/09/02,20:36,-0.647,-,-0.209
2019/09/02,20:42,-0.669,-,-0.218
2019/09/02,20:48,-0.689,-,-0.232
2019/09/02,20:54,-0.707,-,-0.278
2019/09/02,21:00,-0.722,-,-0.321
2019/09/02,21:06,-0.736,-,-0.357
2019/09/02,21:12,-0.747,-,-0.374
2019/09/02,21:18,-0.756,-,-0.385
2019/09/02,21:24,-0.763,-,-0.406
2019/09/02,21:30,-0.767,-,-0.428
2019/09/02,21:36,-0.769,-,-0.447
2019/09/02,21:42,-0.769,-,-0.459
2019/09/02,21:48,-0.767,-,-0.463
2019/09/02,21:54,-0.762,-,-0.458
2019/09/02,22:00,-0.755,-,-0.45
2019/09/02,22:06,-0.746,-,-0.443
2019/09/02,22:12,-0.734,-,-0.433
2019/09/02,22:18,-0.72,-,-0.418
2019/09/02,22:24,-0.704,-,-0.402
2019/09/02,22:30,-0.686,-,-0.381
2019/09/02,22:36,-0.665,-,-0.36
2019/09/02,22:42,-0.643,-,-0.346
2019/09/02,22:48,-0.618,-,-0.32
2019/09/02,22:54,-0.592,-,-0.294
2019/09/02,23:00,-0.564,-,-0.269
2019/09/02,23:06,-0.535,-,-0.232
2019/09/02,23:12,-0.504,-,-0.2
2019/09/02,23:18,-0.471,-,-0.163
2019/09/02,23:24,-0.438,-,-0.124
2019/09/02,23:30,-0.403,-,-0.089
2019/09/02,23:36,-0.367,-,-0.064
2019/09/02,23:42,-0.33,-,-0.029
2019/09/02,23:48,-0.293,-,0.027
2019/09/02,23:54,-0.254,-,0.085
2019/09/03,00:00,-0.216,-,0.119
2019/09/03,00:06,-0.176,-,0.135
2019/09/03,00:12,-0.137,-,0.173
2019/09/03,00:18,-0.097,-,0.23
2019/09/03,00:24,-0.057,-,0.29
2019/09/03,00:30,-0.017,-,0.332
2019/09/03,00:36,0.023,-,0.36
2019/09/03,00:42,0.063,-,0.393
2019/09/03,00:48,0.103,-,0.436
2019/09/03,00:54,0.142,-,0.482
2019/09/03,01:00,0.182,-,0.522
2019/09/03,01:06,0.221,-,0.549
2019/09/03,01:12,0.26,-,0.567
2019/09/03,01:18,0.298,-,0.595
2019/09/03,01:24,0.336,-,0.631
2019/09/03,01:30,0.373,-,0.66
2019/09/03,01:36,0.41,-,0.69
2019/09/03,01:42,0.446,-,0.719
2019/09/03,01:48,0.482,-,0.743
2019/09/03,01:54,0.516,-,0.785
2019/09/03,02:00,0.55,-,0.816
2019/09/03,02:06,0.583,-,0.843
2019/09/03,02:12,0.615,-,0.867
2019/09/03,02:18,0.646,-,0.893
2019/09/03,02:24,0.676,-,0.925
2019/09/03,02:30,0.705,-,0.951
2019/09/03,02:36,0.733,-,0.963
2019/09/03,02:42,0.759,-,0.989
2019/09/03,02:48,0.784,-,1.018
2019/09/03,02:54,0.808,-,1.054
2019/09/03,03:00,0.83,-,1.087
2019/09/03,03:06,0.85,-,1.101
2019/09/03,03:12,0.869,-,1.109
2019/09/03,03:18,0.886,-,1.122
2019/09/03,03:24,0.902,-,1.14
2019/09/03,03:30,0.915,-,1.146
2019/09/03,03:36,0.927,-,1.162
2019/09/03,03:42,0.937,-,1.173
2019/09/03,03:48,0.945,-,1.177
2019/09/03,03:54,0.951,-,1.181
2019/09/03,04:00,0.955,-,1.205
2019/09/03,04:06,0.957,-,1.218
2019/09/03,04:12,0.956,-,1.224
2019/09/03,04:18,0.954,-,1.223
2019/09/03,04:24,0.949,-,1.218
2019/09/03,04:30,0.942,-,1.213
2019/09/03,04:36,0.932,-,1.196
2019/09/03,04:42,0.921,-,1.202
2019/09/03,04:48,0.907,-,1.2
2019/09/03,04:54,0.89,-,1.181
2019/09/03,05:00,0.871,-,1.172
2019/09/03,05:06,0.85,-,1.165
2019/09/03,05:12,0.826,-,1.159
2019/09/03,05:18,0.8,-,1.147
2019/09/03,05:24,0.771,-,1.124
2019/09/03,05:30,0.74,-,1.095
2019/09/03,05:36,0.707,-,1.074
2019/09/03,05:42,0.672,-,1.052
2019/09/03,05:48,0.634,-,1.015
2019/09/03,05:54,0.595,-,0.98
2019/09/03,06:00,0.554,-,0.954
2019/09/03,06:06,0.511,-,0.934
2019/09/03,06:12,0.466,-,0.908
2019/09/03,06:18,0.42,-,0.857
2019/09/03,06:24,0.373,-,0.811
2019/09/03,06:30,0.325,-,0.788
2019/09/03,06:36,0.276,-,0.749
2019/09/03,06:42,0.227,-,0.687
2019/09/03,06:48,0.177,-,0.632
2019/09/03,06:54,0.127,-,0.582
2019/09/03,07:00,0.077,-,0.537
2019/09/03,07:06,0.027,-,0.505
2019/09/03,07:12,-0.022,-,0.464
2019/09/03,07:18,-0.071,-,0.402
2019/09/03,07:24,-0.119,-,0.354
2019/09/03,07:30,-0.166,-,0.306
2019/09/03,07:36,-0.212,-,0.275
2019/09/03,07:42,-0.257,-,0.274
2019/09/03,07:48,-0.301,-,0.259
2019/09/03,07:54,-0.343,-,0.198
2019/09/03,08:00,-0.383,-,0.153
2019/09/03,08:06,-0.422,-,0.12
2019/09/03,08:12,-0.459,-,0.095
2019/09/03,08:18,-0.494,-,0.062
2019/09/03,08:24,-0.528,-,0.025
2019/09/03,08:30,-0.559,-,-0.023
2019/09/03,08:36,-0.589,-,-0.074
2019/09/03,08:42,-0.617,-,-0.117
2019/09/03,08:48,-0.643,-,-0.144
2019/09/03,08:54,-0.666,-,-0.168
2019/09/03,09:00,-0.688,-,-0.182
2019/09/03,09:06,-0.708,-,-0.226
2019/09/03,09:12,-0.726,-,-0.255
2019/09/03,09:18,-0.741,-,-0.277
2019/09/03,09:24,-0.755,-,-0.287
2019/09/03,09:30,-0.767,-,-0.299
2019/09/03,09:36,-0.776,-,-0.316
2019/09/03,09:42,-0.783,-,-0.338
2019/09/03,09:48,-0.789,-,-0.357
2019/09/03,09:54,-0.792,-,-0.355
2019/09/03,10:00,-0.792,-,-0.353
2019/09/03,10:06,-0.791,-,-0.362
2019/09/03,10:12,-0.787,-,-0.364
2019/09/03,10:18,-0.782,-,-0.365
2019/09/03,10:24,-0.774,-,-0.363
2019/09/03,10:30,-0.763,-,-0.35
2019/09/03,10:36,-0.751,-,-0.333
2019/09/03,10:42,-0.737,-,-0.34
2019/09/03,10:48,-0.72,-,-0.357
2019/09/03,10:54,-0.701,-,-0.369
2019/09/03,11:00,-0.681,-,-0.357
2019/09/03,11:06,-0.658,-,-0.332
2019/09/03,11:12,-0.634,-,-0.301
2019/09/03,11:18,-0.608,-,-0.269
2019/09/03,11:24,-0.58,-,-0.251
2019/09/03,11:30,-0.551,-,-0.223
2019/09/03,11:36,-0.52,-,-0.198
2019/09/03,11:42,-0.488,-,-0.169
2019/09/03,11:48,-0.455,-,-0.128
2019/09/03,11:54,-0.42,-,-0.088
2019/09/03,12:00,-0.385,-,-0.061
2019/09/03,12:06,-0.349,-,-0.032
2019/09/03,12:12,-0.312,-,0.017
2019/09/03,12:18,-0.274,-,0.069
2019/09/03,12:24,-0.236,-,0.106
2019/09/03,12:30,-0.198,-,0.138
2019/09/03,12:36,-0.159,-,0.184
2019/09/03,12:42,-0.12,-,0.244
2019/09/03,12:48,-0.08,-,0.294
2019/09/03,12:54,-0.041,-,0.327
2019/09/03,13:00,-0.001,-,0.366
2019/09/03,13:06,0.038,-,0.407
2019/09/03,13:12,0.077,-,0.449
2019/09/03,13:18,0.116,-,0.482
2019/09/03,13:24,0.155,-,0.507
2019/09/03,13:30,0.194,-,0.537
2019/09/03,13:36,0.233,-,0.572
2019/09/03,13:42,0.271,-,0.617
2019/09/03,13:48,0.308,-,0.654
2019/09/03,13:54,0.346,-,0.695
2019/09/03,14:00,0.382,-,0.693
2019/09/03,14:06,0.419,-,0.721
2019/09/03,14:12,0.454,-,0.755
2019/09/03,14:18,0.49,-,0.806
2019/09/03,14:24,0.524,-,0.845
2019/09/03,14:30,0.558,-,0.864
2019/09/03,14:36,0.59,-,0.886
2019/09/03,14:42,0.622,-,0.913
2019/09/03,14:48,0.653,-,0.948
2019/09/03,14:54,0.683,-,0.977
2019/09/03,15:00,0.712,-,1.006
2019/09/03,15:06,0.74,-,1.034
2019/09/03,15:12,0.766,-,1.053
2019/09/03,15:18,0.792,-,1.053
2019/09/03,15:24,0.816,-,1.063
2019/09/03,15:30,0.838,-,1.106
2019/09/03,15:36,0.86,-,1.138
2019/09/03,15:42,0.879,-,1.156
2019/09/03,15:48,0.898,-,1.168
2019/09/03,15:54,0.914,-,1.188
2019/09/03,16:00,0.929,-,1.19
2019/09/03,16:06,0.942,-,1.2
2019/09/03,16:12,0.954,-,1.225
2019/09/03,16:18,0.963,-,1.228
2019/09/03,16:24,0.971,-,1.24
2019/09/03,16:30,0.977,-,1.255
2019/09/03,16:36,0.98,-,1.264
2019/09/03,16:42,0.982,-,1.277
2019/09/03,16:48,0.982,-,1.274
2019/09/03,16:54,0.979,-,1.258
2019/09/03,17:00,0.974,-,1.259
2019/09/03,17:06,0.967,-,1.269
2019/09/03,17:12,0.958,-,1.266
2019/09/03,17:18,0.947,-,1.263
2019/09/03,17:24,0.933,-,1.269
2019/09/03,17:30,0.917,-,1.262
2019/09/03,17:36,0.898,-,1.235
2019/09/03,17:42,0.877,-,1.223
2019/09/03,17:48,0.854,-,1.219
2019/09/03,17:54,0.829,-,1.192
2019/09/03,18:00,0.801,-,1.15
2019/09/03,18:06,0.771,-,1.125
2019/09/03,18:12,0.739,-,1.123
2019/09/03,18:18,0.705,-,1.111
2019/09/03,18:24,0.669,-,1.073
2019/09/03,18:30,0.632,-,1.037
2019/09/03,18:36,0.592,-,1.005
2019/09/03,18:42,0.551,-,0.982
2019/09/03,18:48,0.509,-,0.959
2019/09/03,18:54,0.466,-,0.928
2019/09/03,19:00,0.421,-,0.899
2019/09/03,19:06,0.376,-,0.865
2019/09/03,19:12,0.33,-,0.824
2019/09/03,19:18,0.284,-,0.765
2019/09/03,19:24,0.238,-,0.705
2019/09/03,19:30,0.191,-,0.69
2019/09/03,19:36,0.145,-,0.671
2019/09/03,19:42,0.098,-,0.647
2019/09/03,19:48,0.053,-,0.595
2019/09/03,19:54,0.008,-,0.524
2019/09/03,20:00,-0.037,-,0.47
2019/09/03,20:06,-0.08,-,0.434
2019/09/03,20:12,-0.122,-,0.388
2019/09/03,20:18,-0.163,-,0.348
2019/09/03,20:24,-0.203,-,0.32
2019/09/03,20:30,-0.242,-,0.303
2019/09/03,20:36,-0.279,-,0.266
2019/09/03,20:42,-0.315,-,0.212
2019/09/03,20:48,-0.35,-,0.161
2019/09/03,20:54,-0.383,-,0.123
2019/09/03,21:00,-0.414,-,0.089
2019/09/03,21:06,-0.443,-,0.049
2019/09/03,21:12,-0.471,-,0.009
2019/09/03,21:18,-0.498,-,-0.015
2019/09/03,21:24,-0.522,-,-0.028
2019/09/03,21:30,-0.545,-,-0.044
2019/09/03,21:36,-0.567,-,-0.056
2019/09/03,21:42,-0.586,-,-0.09
2019/09/03,21:48,-0.604,-,-0.131
2019/09/03,21:54,-0.619,-,-0.156
2019/09/03,22:00,-0.633,-,-0.182
2019/09/03,22:06,-0.645,-,-0.202
2019/09/03,22:12,-0.655,-,-0.232
2019/09/03,22:18,-0.663,-,-0.243
2019/09/03,22:24,-0.669,-,-0.249
2019/09/03,22:30,-0.673,-,-0.253
2019/09/03,22:36,-0.675,-,-0.264
2019/09/03,22:42,-0.675,-,-0.279
2019/09/03,22:48,-0.673,-,-0.286
2019/09/03,22:54,-0.668,-,-0.283
2019/09/03,23:00,-0.662,-,-0.278
2019/09/03,23:06,-0.653,-,-0.269
2019/09/03,23:12,-0.642,-,-0.263
2019/09/03,23:18,-0.63,-,-0.238
2019/09/03,23:24,-0.615,-,-0.206
2019/09/03,23:30,-0.598,-,-0.18
2019/09/03,23:36,-0.579,-,-0.169
2019/09/03,23:42,-0.559,-,-0.177
2019/09/03,23:48,-0.536,-,-0.174
2019/09/03,23:54,-0.512,-,-0.143
2019/09/04,00:00,-0.487,-,-0.101
2019/09/04,00:06,-0.46,-,-0.073
2019/09/04,00:12,-0.432,-,-0.041
2019/09/04,00:18,-0.402,-,-0.021
2019/09/04,00:24,-0.372,-,0.012
2019/09/04,00:30,-0.34,-,0.054
2019/09/04,00:36,-0.307,-,0.101
2019/09/04,00:42,-0.274,-,0.135
2019/09/04,00:48,-0.24,-,0.16
2019/09/04,00:54,-0.205,-,0.194
2019/09/04,01:00,-0.17,-,0.226
2019/09/04,01:06,-0.135,-,0.257
2019/09/04,01:12,-0.099,-,0.28
2019/09/04,01:18,-0.063,-,0.307
2019/09/04,01:24,-0.027,-,0.35
2019/09/04,01:30,0.01,-,0.403
2019/09/04,01:36,0.046,-,0.451
2019/09/04,01:42,0.082,-,0.491
2019/09/04,01:48,0.119,-,0.511
2019/09/04,01:54,0.155,-,0.542
2019/09/04,02:00,0.19,-,0.588
2019/09/04,02:06,0.226,-,0.618
2019/09/04,02:12,0.261,-,0.63
2019/09/04,02:18,0.296,-,0.647
2019/09/04,02:24,0.33,-,0.689
2019/09/04,02:30,0.364,-,0.712
2019/09/04,02:36,0.398,-,0.742
2019/09/04,02:42,0.43,-,0.773
2019/09/04,02:48,0.462,-,0.805
2019/09/04,02:54,0.494,-,0.837
2019/09/04,03:00,0.524,-,0.853
2019/09/04,03:06,0.553,-,0.876
2019/09/04,03:12,0.582,-,0.909
2019/09/04,03:18,0.609,-,0.941
2019/09/04,03:24,0.636,-,0.973
2019/09/04,03:30,0.661,-,0.988
2019/09/04,03:36,0.685,-,0.995
2019/09/04,03:42,0.708,-,1.03
2019/09/04,03:48,0.729,-,1.051
2019/09/04,03:54,0.749,-,1.079
2019/09/04,04:00,0.767,-,1.09
2019/09/04,04:06,0.784,-,1.098
2019/09/04,04:12,0.8,-,1.124
2019/09/04,04:18,0.813,-,1.136
2019/09/04,04:24,0.825,-,1.153
2019/09/04,04:30,0.836,-,1.167
2019/09/04,04:36,0.844,-,1.182
2019/09/04,04:42,0.851,-,1.193
2019/09/04,04:48,0.856,-,1.209
2019/09/04,04:54,0.859,-,1.227
2019/09/04,05:00,0.86,-,1.222
2019/09/04,05:06,0.859,-,1.231
2019/09/04,05:12,0.856,-,1.233
2019/09/04,05:18,0.85,-,1.233
2019/09/04,05:24,0.843,-,1.226
2019/09/04,05:30,0.834,-,1.232
2019/09/04,05:36,0.822,-,1.228
2019/09/04,05:42,0.809,-,1.216
2019/09/04,05:48,0.793,-,1.203
2019/09/04,05:54,0.775,-,1.193
2019/09/04,06:00,0.755,-,1.187
2019/09/04,06:06,0.732,-,1.182
2019/09/04,06:12,0.708,-,1.16
2019/09/04,06:18,0.681,-,1.15
2019/09/04,06:24,0.652,-,1.136
2019/09/04,06:30,0.621,-,1.119
2019/09/04,06:36,0.589,-,1.127
2019/09/04,06:42,0.554,-,1.094
2019/09/04,06:48,0.518,-,1.036
2019/09/04,06:54,0.48,-,1.008
2019/09/04,07:00,0.441,-,1
2019/09/04,07:06,0.4,-,0.994
2019/09/04,07:12,0.359,-,0.976
2019/09/04,07:18,0.316,-,0.945
2019/09/04,07:24,0.273,-,0.91
2019/09/04,07:30,0.229,-,0.89
2019/09/04,07:36,0.184,-,0.867
2019/09/04,07:42,0.139,-,0.847
2019/09/04,07:48,0.094,-,0.826
2019/09/04,07:54,0.05,-,0.798
2019/09/04,08:00,0.005,-,0.748
2019/09/04,08:06,-0.039,-,0.71
2019/09/04,08:12,-0.082,-,0.699
2019/09/04,08:18,-0.124,-,0.685
2019/09/04,08:24,-0.166,-,0.668
2019/09/04,08:30,-0.207,-,0.614
2019/09/04,08:36,-0.246,-,0.573
2019/09/04,08:42,-0.284,-,0.545
2019/09/04,08:48,-0.321,-,0.519
2019/09/04,08:54,-0.357,-,0.485
2019/09/04,09:00,-0.391,-,0.466
2019/09/04,09:06,-0.423,-,0.425
2019/09/04,09:12,-0.454,-,0.42
2019/09/04,09:18,-0.483,-,0.43
2019/09/04,09:24,-0.511,-,0.411
2019/09/04,09:30,-0.537,-,0.396
2019/09/04,09:36,-0.561,-,0.362
2019/09/04,09:42,-0.584,-,0.32
2019/09/04,09:48,-0.605,-,0.291
2019/09/04,09:54,-0.624,-,0.256
2019/09/04,10:00,-0.642,-,0.231
2019/09/04,10:06,-0.658,-,0.218
2019/09/04,10:12,-0.672,-,0.211
2019/09/04,10:18,-0.684,-,0.192
2019/09/04,10:24,-0.695,-,0.163
2019/09/04,10:30,-0.703,-,0.145
2019/09/04,10:36,-0.71,-,0.119
